delivery_id,origin_lat,origin_lon,dest_lat,dest_lon,delivery_timestamp,weather_condition,traffic_condition,actual_delivery_time
427,40.78003565078223,-73.97662879180896,40.72857075676609,-73.90728762181357,2025-01-13 23:15:30.777421,800,light,23.894065486844685
428,40.75400119146045,-73.91199209124386,40.79699265253451,-73.9428739530063,2025-01-02 00:35:30.777421,801,normal,20.517761745264245
429,40.76508773690472,-73.94670422134487,40.71430011226658,-73.96254517566204,2025-01-13 01:14:30.777421,800,normal,28.9534169168925
430,40.73243337531154,-73.96669980869419,40.77977322633482,-73.96326092713029,2025-01-13 14:09:30.777421,801,heavy,39.24929782757004
431,40.766948695519815,-73.9005860638779,40.70870172183028,-73.94432150890718,2025-01-17 07:17:30.777421,600,normal,47.54383184351613
432,40.766183918984936,-73.944221658263,40.7845120851496,-73.92040736128565,2025-01-13 02:52:30.777421,801,heavy,33.4458699410141
433,40.77306505102392,-73.95347943877164,40.717512314013035,-73.93272353855876,2025-01-11 00:41:30.777421,500,light,26.340876909796346
434,40.70601423426008,-73.9437703184122,40.722050426343564,-73.97817924654478,2025-01-18 16:10:30.777421,800,normal,34.832721252603065
435,40.79576252845054,-73.98246970576423,40.787407177330515,-73.97503310472598,2025-01-11 07:56:30.777421,801,normal,29.280167667056627
436,40.76900048908207,-73.9799066311341,40.726324734651804,-73.99993466092387,2025-01-19 15:59:30.777421,800,normal,20.47532111291057
437,40.75358276844731,-73.99033235503533,40.78706690341255,-73.9207405186791,2025-01-08 19:59:30.777421,800,light,25.030132612515942
438,40.74503709362582,-73.92438366711048,40.76273289350907,-73.92497342360612,2025-01-02 14:19:30.777421,600,light,32.48082604144419
439,40.734757152423896,-73.93350882755128,40.71520485674245,-73.95416764054124,2025-01-15 10:50:30.777421,600,light,34.88468738356262
440,40.77954499607897,-73.90728221805206,40.73512193873488,-73.9906223473743,2025-01-14 22:33:30.777421,801,heavy,40.580004184238035
441,40.72346420818555,-73.96006840841908,40.74861304852149,-73.90792603496574,2024-12-25 19:19:30.777421,800,light,31.897586977920117
442,40.71524160133304,-73.90075164978417,40.70400591190507,-73.97085390865062,2025-01-20 17:08:30.777421,600,normal,33.31445448109865
443,40.79270009679243,-73.94600428697194,40.72075409362057,-73.97618533463343,2025-01-08 23:59:30.777421,600,normal,66.25121708920705
444,40.78420332943764,-73.9479042022728,40.79084345518793,-73.95319309457658,2025-01-17 07:27:30.777421,800,heavy,39.265544284740535
445,40.76235856880027,-73.9910875567884,40.74662994129398,-73.92394243575447,2024-12-30 15:33:30.777421,800,normal,30.917232881090676
446,40.77552704204968,-73.98722865163647,40.715449220400494,-73.95127346459,2025-01-21 23:25:30.777421,800,normal,27.12601791197758
447,40.78260676302525,-73.92179719123297,40.742998521412105,-73.94030893094533,2024-12-30 10:50:30.777421,800,light,21.533465760578185
448,40.7708744697743,-73.99638396194753,40.79995577032504,-73.9230551105918,2025-01-04 04:34:30.777421,801,normal,28.68343553112052
449,40.73031283559453,-73.97368874300892,40.739786570301746,-73.9172446947726,2024-12-27 00:41:30.777421,500,heavy,55.45056688116653
450,40.73601364074715,-73.99123572532362,40.71707083633125,-73.99695363136911,2025-01-12 00:53:30.777421,600,light,27.53520183823766
451,40.793695782303104,-73.94461977592877,40.720444837246426,-73.96595884438858,2025-01-19 15:56:30.777421,801,normal,35.00259699333468
452,40.7305524310658,-73.96030184829257,40.75105807574596,-73.93848708594588,2025-01-14 08:07:30.777421,800,heavy,26.708550854637334
453,40.744720254050485,-73.93994056666394,40.79106057172144,-73.94901459904496,2025-01-13 01:58:30.777421,801,normal,34.504408241279705
454,40.75156794276965,-73.90806080267856,40.750127564462574,-73.9949756990177,2025-01-10 12:21:30.777421,800,normal,34.245713029660955
455,40.749696348290584,-73.90078419851767,40.703491155265624,-73.94488400380837,2025-01-08 13:57:30.777421,801,normal,25.99014490980947
456,40.78514249577451,-73.97914894856427,40.743817861324835,-73.91608196050197,2024-12-24 10:01:30.777421,800,normal,33.39371300859372
457,40.793059521464386,-73.98836336021145,40.716067958471186,-73.99750283378829,2025-01-05 09:01:30.777421,801,normal,33.28261975843377
458,40.78174497084912,-73.96193767065235,40.74490387679301,-73.97625214432477,2024-12-28 13:43:30.777421,800,normal,37.9921322767892
459,40.787797432044506,-73.91319433098926,40.704961437333885,-73.92754017131524,2025-01-01 02:48:30.777421,800,normal,25.72396808844455
460,40.78059254001176,-73.9209969563693,40.71115929999573,-73.93916804999922,2025-01-17 06:25:30.777421,600,normal,66.11989427792048
461,40.730467913909806,-73.99190807169488,40.72810497501669,-73.9826503949645,2025-01-10 23:34:30.777421,800,light,14.436871382699051
462,40.74029801787652,-73.98264754850135,40.73797515229193,-73.91985542237771,2024-12-26 14:30:30.777421,500,heavy,47.63216807465654
463,40.76949510889025,-73.96539002734622,40.739209357690456,-73.9249230350789,2024-12-27 08:02:30.777421,800,normal,21.507151446885334
464,40.797561020085986,-73.93590279226547,40.712548629679915,-73.9227228580335,2025-01-17 11:36:30.777421,600,normal,58.882906326373245
465,40.782248056363436,-73.98674753272581,40.72369333249067,-73.93226068701112,2025-01-12 07:44:30.777421,800,normal,28.691495030920816
466,40.78620144822726,-73.90772428094867,40.7565781554841,-73.90708552827884,2025-01-19 07:45:30.777421,800,normal,29.141574613153587
467,40.748706191881894,-73.93937470622491,40.73873225179753,-73.99338348111655,2025-01-21 03:20:30.777421,800,light,25.772952392340855
468,40.7764809800903,-73.98251613727396,40.70191554855513,-73.91731414390273,2025-01-15 06:30:30.777421,800,light,23.98077925469085
469,40.75025660764634,-73.96013369722277,40.752473563766145,-73.9224755948165,2025-01-19 10:14:30.777421,800,normal,27.031192217993325
470,40.71463739921623,-73.96324655777084,40.72344256000115,-73.96549162544868,2024-12-26 13:03:30.777421,800,normal,23.71676374685476
471,40.706817230938555,-73.99741880930505,40.703010387221134,-73.9038507675426,2025-01-04 22:40:30.777421,800,normal,30.842567011667146
472,40.713516628915485,-73.90368848884108,40.76678679067008,-73.90667949122407,2025-01-09 13:37:30.777421,800,light,25.515334530757915
473,40.7549529535895,-73.90341778388468,40.72654964074291,-73.93885363887743,2025-01-07 05:54:30.777421,500,normal,40.172263418410374
474,40.743249787833015,-73.96881838669148,40.76784999682926,-73.96824502997424,2025-01-07 01:21:30.777421,801,heavy,60.92799674736022
475,40.750614186284025,-73.95604883113671,40.78481092350156,-73.90528385370997,2025-01-19 13:24:30.777421,800,light,15.304924382344034
476,40.71056646842618,-73.93591736853098,40.7884855117696,-73.92609330240607,2024-12-26 04:03:30.777421,500,normal,35.593696815883774
477,40.72160381825096,-73.93804120451023,40.727746467972494,-73.97183839578943,2025-01-01 06:31:30.777421,500,light,34.520341611942854
478,40.76502010923981,-73.98479751468713,40.7963360320446,-73.99897155040644,2025-01-15 01:06:30.777421,800,heavy,41.128343028927944
479,40.70613496271107,-73.92192384139317,40.77160499732421,-73.92937538374447,2025-01-11 15:52:30.777421,600,light,21.97096527784038
480,40.745980042376935,-73.99418362044945,40.76226895409498,-73.90098911539133,2025-01-17 00:40:30.777421,800,normal,23.544802125750394
481,40.799486631716974,-73.99422194390036,40.73118794357637,-73.96600281362068,2025-01-11 19:40:30.777421,500,normal,37.97141909806391
482,40.769503522885856,-73.90163210747366,40.70789394029466,-73.95572018634563,2025-01-11 21:42:30.777421,800,heavy,44.04538106418338
483,40.72391801042159,-73.98577506313129,40.726104852623486,-73.96566132978224,2025-01-12 19:11:30.777421,500,light,32.028094552036904
484,40.71213849394225,-73.96967248524324,40.78345717902556,-73.90645154864725,2025-01-10 10:21:30.777421,500,light,25.051157070968717
485,40.710104581101064,-73.93078386583059,40.71857330720052,-73.96274910684465,2025-01-08 21:22:30.777421,800,heavy,43.81918264443508
486,40.70622917981301,-73.94905778718503,40.79286305621154,-73.99381915393108,2025-01-03 10:55:30.777421,800,heavy,35.37895684472573
487,40.7996696853853,-73.9186029730494,40.70923605281114,-73.98372090107938,2024-12-30 15:27:30.777421,801,heavy,48.201676551056416
488,40.7615219438231,-73.96937463792133,40.75952128341269,-73.9849527728994,2024-12-31 15:31:30.777421,800,normal,30.266060985517697
489,40.762389583629165,-73.94729585360884,40.79680763814507,-73.95532854727415,2024-12-24 02:47:30.777421,500,light,24.85987190321806
490,40.74260833838904,-73.98692896232598,40.75015179603502,-73.97533413841946,2025-01-21 16:46:30.777421,801,light,33.25600797535583
491,40.78866042152404,-73.95502153511787,40.74709602524347,-73.9338086367363,2025-01-06 23:08:30.777421,600,light,25.766184299025678
492,40.71946225118208,-73.96322406491227,40.7751177136954,-73.92461319172901,2024-12-26 02:17:30.777421,500,light,28.12021928154947
493,40.74141297525289,-73.91724621044332,40.75778911126941,-73.90956402250062,2025-01-04 18:39:30.777421,600,normal,38.67820826756767
494,40.77336143805614,-73.92306951063587,40.78174078473061,-73.92429518853014,2025-01-09 12:42:30.777421,801,light,34.47048895776761
495,40.70110312644287,-73.95838460018203,40.70556055216805,-73.99931220377803,2025-01-19 13:43:30.777421,800,light,26.393592030481678
496,40.748134415163534,-73.99808077231769,40.72124472771955,-73.93364764060865,2025-01-10 22:42:30.777421,800,normal,26.75344812314805
497,40.7259813208745,-73.92397101768779,40.74111974888825,-73.95975937407007,2024-12-31 16:48:30.777421,800,normal,28.60142355339814
498,40.713710970572905,-73.94646898685474,40.788458688822956,-73.91044371518682,2024-12-24 02:42:30.777421,801,normal,43.23691555689291
499,40.721520187201726,-73.99878792253561,40.79091752640536,-73.9686121923485,2024-12-29 01:33:30.777421,500,normal,30.322346209619816
500,40.724120145759954,-73.902412624509,40.76910558127393,-73.97283668187256,2025-01-20 20:25:30.777421,800,normal,21.177759138847208
501,40.7801537111883,-73.90404233556791,40.71906098330744,-73.98153675426526,2025-01-16 02:06:30.777421,801,normal,34.60053774355098
502,40.748785404392635,-73.98902638013224,40.73421076208636,-73.95700423802202,2025-01-09 04:18:30.777421,800,light,25.254561469631284
503,40.75479594889737,-73.954562266544,40.78309491710551,-73.98801089065273,2025-01-11 20:14:30.777421,800,light,26.66413829355944
504,40.78443570827396,-73.99019174192158,40.773492584739486,-73.94685450858107,2025-01-19 17:46:30.777421,500,light,32.02860365218537
505,40.74882411370218,-73.9849951335306,40.7287945342676,-73.95071804154672,2025-01-05 22:38:30.777421,800,heavy,54.394939555136595
506,40.732467592689005,-73.92626429226122,40.7299942069777,-73.94039180447618,2025-01-17 15:25:30.777421,801,normal,23.550243802931806
507,40.74760181293688,-73.96241117148543,40.74338439228553,-73.98355944709212,2025-01-04 23:36:30.777421,800,normal,23.985984026773334
508,40.739447627857004,-73.95405532315941,40.71165830745557,-73.94533043179278,2025-01-07 00:53:30.777421,801,heavy,51.29896567138565
509,40.7785016543837,-73.91079153110599,40.79024130332861,-73.96560423134423,2025-01-05 07:05:30.777421,500,normal,29.366246989713357
510,40.79553346865039,-73.92130966137448,40.77330001072226,-73.93413386450602,2025-01-19 02:31:30.777421,800,heavy,31.80388418718445
511,40.7315406895748,-73.93118652939135,40.793155491430944,-73.91790189827009,2024-12-27 08:54:30.777421,801,heavy,60.567003052596576
512,40.74376031240554,-73.9745329377954,40.756660525890545,-73.93429695017659,2025-01-17 01:41:30.777421,500,light,21.024277768011423
513,40.784087157942594,-73.99615736510377,40.7898386466584,-73.9600481215413,2025-01-08 22:20:30.777421,800,heavy,39.54109574022548
514,40.79017619921354,-73.95385225353753,40.73267947058578,-73.99891889163648,2024-12-28 22:27:30.777421,800,normal,29.703162743842977
515,40.76372014768083,-73.93406460777942,40.782655107419146,-73.91990192995966,2025-01-15 09:09:30.777421,801,normal,40.20025153079803
516,40.789511774070654,-73.93633303178328,40.71044545181002,-73.94231426188674,2025-01-17 23:18:30.777421,800,light,16.524787766870116
517,40.761393358476006,-73.99333479594394,40.746398169816686,-73.98812909044909,2025-01-06 19:40:30.777421,800,normal,32.07737575753124
518,40.75184080219452,-73.9849830999183,40.79805682270607,-73.97853041125367,2024-12-27 17:54:30.777421,800,heavy,35.76736059217945
519,40.77374337687215,-73.94877780791873,40.706723418009055,-73.94051526204981,2024-12-25 20:24:30.777421,800,normal,33.13805606296225
520,40.768022777920834,-73.99583270993976,40.7738866677133,-73.99675565539528,2025-01-07 15:42:30.777421,600,light,30.559153643838847
521,40.70847920160458,-73.92836766119373,40.7658717638727,-73.94677081240486,2025-01-02 19:47:30.777421,800,light,30.28922502474311
522,40.70720843359987,-73.99287432722348,40.710326500887504,-73.98274761230536,2025-01-21 16:25:30.777421,800,light,20.396119926294983
523,40.70121084752349,-73.90434986017006,40.756797429731606,-73.97036423864867,2024-12-24 07:58:30.777421,800,normal,17.690101470550417
524,40.7737508359459,-73.9646748591498,40.79383157286513,-73.9181259770516,2024-12-24 07:28:30.777421,800,normal,26.055753751293494
525,40.72965355812877,-73.96502967702541,40.79835672065136,-73.97403291610496,2025-01-20 13:44:30.777421,801,heavy,44.18798914861951
526,40.77746535311812,-73.93386293889296,40.79697236327979,-73.95687661302085,2025-01-02 11:53:30.777421,800,normal,35.411769365811544
527,40.718519556786745,-73.98258906646659,40.73475187953137,-73.99496504730307,2025-01-04 11:29:30.777421,801,heavy,36.51020580465011
528,40.70983956497134,-73.93396972802987,40.70527652578596,-73.93079887440534,2024-12-28 23:10:30.777421,800,light,19.045415491543697
529,40.776437266222175,-73.97349535716751,40.7457928994434,-73.9773478373964,2025-01-09 19:36:30.777421,800,light,27.84231161483594
530,40.70209449610309,-73.99178283325236,40.76139703063252,-73.97471418817499,2025-01-18 11:29:30.777421,801,light,20.349009480966295
531,40.7967860034845,-73.97045552225227,40.75776317543444,-73.96407912530174,2024-12-26 20:30:30.777421,800,normal,29.105082793041547
532,40.77692231478381,-73.93753364311458,40.78235522266118,-73.91793038392332,2025-01-17 07:40:30.777421,600,light,35.04809289918593
533,40.73819396396529,-73.97943127378045,40.74773503981224,-73.9649180890665,2025-01-04 16:51:30.777421,801,heavy,47.87536242984081
534,40.71213864181594,-73.93849870319612,40.73625597965591,-73.91942854743318,2025-01-15 06:17:30.777421,800,normal,26.250758948086997
535,40.77746337806378,-73.9356095746459,40.73281794827976,-73.97909406262931,2024-12-27 15:16:30.777421,800,heavy,35.51103929327806
536,40.75303021332491,-73.99580487765684,40.708468834187535,-73.95333068791156,2024-12-29 14:45:30.777421,600,normal,47.511708313142194
537,40.79684887775944,-73.92012858083454,40.748213209891986,-73.91590912895971,2025-01-07 15:54:30.777421,800,normal,25.52002073415107
538,40.729282203670095,-73.90200296706412,40.722123869644605,-73.96190087263317,2025-01-18 16:49:30.777421,800,normal,23.200154049404127
539,40.76018815896363,-73.94175773417928,40.780840573889364,-73.9176376389251,2025-01-09 04:46:30.777421,800,heavy,50.59459991496179
540,40.77480731794295,-73.91882302119099,40.73846110759788,-73.95408759767133,2025-01-14 19:37:30.777421,800,normal,32.44047690689591
541,40.76564786073315,-73.98719042536338,40.73032858908493,-73.90674451215807,2024-12-31 13:20:30.777421,600,heavy,81.55877515553605
542,40.73382675059945,-73.9071916359674,40.71186437657416,-73.90662505769986,2025-01-08 02:02:30.777421,800,heavy,47.48777355851862
543,40.72246156118439,-73.96278329761626,40.76838664518353,-73.94684278473133,2025-01-20 21:29:30.777421,800,normal,23.65928174184251
544,40.74320768829442,-73.95605950103055,40.70326590607845,-73.9524403808178,2024-12-24 15:17:30.777421,500,normal,36.578215440359976
545,40.76129395824945,-73.90569241622553,40.74077481050028,-73.9838781188025,2025-01-11 17:02:30.777421,800,light,19.93748698112702
546,40.724069271183254,-73.98784986236991,40.76564096035006,-73.90288490926318,2024-12-24 13:32:30.777421,800,normal,21.741952016408582
547,40.719747048985994,-73.91130750997908,40.75621888110645,-73.9285246723556,2025-01-05 16:50:30.777421,600,light,33.3168036415801
548,40.76458108126552,-73.97140932107608,40.70684504525661,-73.9582333004183,2025-01-09 15:54:30.777421,800,normal,34.9076643764956
549,40.78159469389686,-73.91386300036366,40.71163584851645,-73.93872041644636,2025-01-07 18:55:30.777421,600,normal,47.0618453309063
550,40.78465143386902,-73.90810734663604,40.79384821582141,-73.93382222675284,2025-01-07 21:19:30.777421,801,light,20.28006582246141
551,40.725224102017336,-73.92449580712538,40.70768030483144,-73.96453337950149,2024-12-31 14:04:30.777421,800,normal,27.588292123936316
552,40.74605394972741,-73.915800144711,40.755066337944086,-73.95967922438668,2025-01-08 17:55:30.777421,500,normal,35.142800487948115
553,40.77284906771616,-73.92235525535003,40.783364401047514,-73.91853289952901,2025-01-18 20:47:30.777421,800,normal,21.554437730145775
554,40.76561618376811,-73.98225712305303,40.76118310201032,-73.96265420548673,2024-12-30 07:38:30.777421,800,normal,33.56586182624306
555,40.75450269188969,-73.90153302604756,40.72553363737632,-73.9894125681787,2025-01-09 07:04:30.777421,801,light,25.3935658844615
556,40.793738806649706,-73.9956826264203,40.73548976834866,-73.95868274827923,2025-01-19 06:52:30.777421,801,heavy,35.49241957082316
557,40.71648148157295,-73.98682712265455,40.767582292510404,-73.93418401757025,2024-12-30 00:34:30.777421,800,normal,22.76413203129466
558,40.77259799099853,-73.9182214670143,40.707010813964125,-73.96047406845689,2025-01-18 14:08:30.777421,500,light,34.08318693562373
559,40.72135113663107,-73.94941473070482,40.71817788672174,-73.98431872946831,2025-01-09 18:24:30.777421,801,light,24.72442265855884
560,40.78407030280112,-73.92671984552338,40.782730214973725,-73.99580847832837,2024-12-28 13:11:30.777421,801,normal,39.54693615926026
561,40.754223720549184,-73.94096523095412,40.74191828759021,-73.98317963442335,2025-01-18 22:44:30.777421,500,normal,45.43293287941629
562,40.750836054691625,-73.97024515486812,40.787933021567845,-73.9442959486725,2024-12-28 12:01:30.777421,800,heavy,49.15713790999146
563,40.756502199285904,-73.931111469795,40.723138063637684,-73.94975727128336,2025-01-09 05:35:30.777421,800,light,21.866273013530037
564,40.787332291586075,-73.93637086460208,40.77314863597031,-73.90418819910806,2025-01-04 20:47:30.777421,801,light,15.409472673903966
565,40.77611215370431,-73.98399283650454,40.722044600424546,-73.91138182278706,2025-01-17 08:17:30.777421,800,light,25.251985218139314
566,40.74615574744198,-73.99906683801728,40.79343041141674,-73.9083579455468,2024-12-28 17:26:30.777421,500,normal,48.54945821867128
567,40.72466788645217,-73.9273538284887,40.76354143568619,-73.93701793455654,2024-12-31 19:46:30.777421,800,light,23.8584396873047
568,40.79918099513493,-73.99008219004128,40.74032106331838,-73.92476021176962,2024-12-24 21:32:30.777421,800,light,16.040737924803413
569,40.74014943158613,-73.9199929031301,40.753129401835096,-73.93225619287718,2025-01-07 21:07:30.777421,800,light,21.30048601427953
570,40.72040356346289,-73.94449150506978,40.74284579038488,-73.9268503535957,2025-01-19 23:11:30.777421,801,normal,31.989466988782574
571,40.77330712960297,-73.93840145497398,40.78244715176045,-73.98535637433972,2025-01-11 23:19:30.777421,800,normal,24.510057162901013
572,40.718802473461544,-73.96446154313143,40.78329297155742,-73.94597034682097,2025-01-09 00:32:30.777421,500,normal,20.61627619212067
573,40.77837917844854,-73.9445773485868,40.78446659090902,-73.9568698293659,2025-01-06 01:35:30.777421,800,heavy,41.31504460849413
574,40.700522961354295,-73.9239009239972,40.737904048538304,-73.90849392674828,2025-01-05 06:34:30.777421,800,normal,26.075618768211868
575,40.703531135494025,-73.92542662172688,40.72511692675484,-73.91557876747139,2025-01-08 11:46:30.777421,800,normal,38.863458304499574
576,40.72024805601652,-73.90419265198807,40.74840205725094,-73.94859045574488,2025-01-11 13:12:30.777421,500,normal,36.60620092789678
577,40.736794075130206,-73.9673068383662,40.73084682814895,-73.9426957799381,2025-01-12 11:25:30.777421,800,normal,32.34789448449196
578,40.71488880503325,-73.96943957845097,40.73252111962762,-73.99607305857583,2025-01-02 09:57:30.777421,800,light,23.523655426015765
579,40.78766507618282,-73.90036656623728,40.727199860534434,-73.99936209565934,2025-01-22 05:38:30.777421,800,light,24.374933212695414
580,40.736830953050685,-73.95513893690455,40.797835478705686,-73.90342527901804,2025-01-11 04:22:30.777421,800,light,17.390802846551427
581,40.77220709382027,-73.9113804219535,40.73951552974723,-73.92716291456604,2025-01-05 03:39:30.777421,801,normal,27.27908532128291
582,40.75930443341868,-73.96084743018221,40.734580609841046,-73.93289068429141,2025-01-21 14:49:30.777421,801,light,31.189904685805153
583,40.74126218408486,-73.93043818535033,40.7805430043046,-73.90532437553078,2025-01-11 01:26:30.777421,800,normal,31.047309848650983
584,40.70032182636043,-73.93804106625402,40.74002122758497,-73.9216702017044,2025-01-20 18:52:30.777421,500,normal,33.608958492704915
585,40.73554930104414,-73.92058026687229,40.726592845063216,-73.90096676962064,2025-01-18 13:50:30.777421,801,normal,35.67394182806231
586,40.709299063982314,-73.94117977330517,40.70257695987644,-73.93964711934989,2024-12-24 17:54:30.777421,800,normal,32.529309549202964
587,40.74809728898861,-73.93576744740948,40.765950598165134,-73.9311954442926,2025-01-10 16:41:30.777421,801,normal,43.949920481193146
588,40.7064853594483,-73.94200162125719,40.71203875787891,-73.90614702165269,2025-01-17 18:19:30.777421,801,light,27.117491913096547
589,40.756148458795955,-73.94393399055839,40.71811832790501,-73.93772465967602,2025-01-09 08:33:30.777421,800,light,19.749969697958797
590,40.76034876665965,-73.93235320627737,40.72226760791231,-73.96927835829787,2025-01-06 15:00:30.777421,800,heavy,41.19012461959032
591,40.78049889996807,-73.97301792798719,40.754645854172814,-73.95828065814355,2025-01-16 20:08:30.777421,801,normal,36.34161094916758
592,40.782504941018004,-73.95017443177366,40.716022560097656,-73.98290635975792,2024-12-28 09:38:30.777421,500,normal,41.97395406857221
593,40.707705827913436,-73.99414490707561,40.74181447881628,-73.92427170217245,2025-01-19 06:19:30.777421,800,normal,21.924840639360603
594,40.73342383186961,-73.92151030228885,40.78979646468478,-73.99158723377406,2025-01-11 10:20:30.777421,800,heavy,43.77594703644269
595,40.77076809347409,-73.92113850353276,40.73931039075594,-73.98997544362771,2025-01-10 09:19:30.777421,800,light,20.410980290007537
596,40.75172690564416,-73.95598010020446,40.701659248063265,-73.93382813173561,2025-01-12 09:28:30.777421,500,light,26.08016676182668
597,40.71474525267063,-73.96718072463906,40.76024494419666,-73.98369808861851,2025-01-12 18:20:30.777421,600,normal,51.34379718182544
598,40.74340193661739,-73.99113995703203,40.72338128330931,-73.99762922463555,2025-01-03 13:55:30.777421,801,light,29.68349357350036
599,40.722061195271124,-73.94017747059362,40.783494720569436,-73.90253094039515,2025-01-07 04:02:30.777421,800,normal,26.609237694012204
600,40.77356631142392,-73.90016524886072,40.71354595367947,-73.97685247862347,2024-12-27 02:58:30.777421,500,light,28.042358299007606
601,40.793311333134355,-73.93574348004648,40.78684095239469,-73.90735362020439,2025-01-07 13:43:30.777421,500,heavy,45.89691292098483
602,40.74212480532941,-73.93638226352918,40.741962738280684,-73.9949377527731,2024-12-30 09:05:30.777421,800,heavy,62.241920929697365
603,40.77856516180802,-73.98816638090766,40.703939183369286,-73.9426050133931,2024-12-26 09:39:30.777421,800,light,25.113432665781453
604,40.74099048896963,-73.91601977143644,40.73928951088932,-73.99713475724224,2025-01-13 21:45:30.777421,801,normal,28.382851247999657
605,40.7383832951933,-73.94281277287729,40.758325239231254,-73.9988697463411,2025-01-01 22:26:30.777421,801,heavy,56.380687025902674
606,40.75877693608622,-73.98155237468664,40.77873719581493,-73.96935671772967,2025-01-10 12:20:30.777421,800,light,29.429845462733198
607,40.73622354416523,-73.96654887112581,40.704025800300926,-73.94116477790169,2025-01-22 05:34:30.777421,500,normal,46.7500242631412
608,40.70261967085321,-73.99758082361086,40.7397684414433,-73.90261995866429,2025-01-22 15:08:30.777421,800,normal,40.43996841255047
609,40.78316970436757,-73.97269291900272,40.75441986625037,-73.9724760818963,2025-01-20 02:48:30.777421,500,normal,40.246289297196775
610,40.75180787662388,-73.97012744264113,40.7709438864634,-73.97285079974573,2025-01-22 15:46:30.777421,500,normal,33.90088953733123
611,40.79406792451153,-73.97407032411343,40.790424329140755,-73.96252780294927,2025-01-03 00:33:30.777421,500,normal,34.78429939437408
612,40.742965681273894,-73.91272697495154,40.75498685627762,-73.99494268961757,2024-12-24 04:14:30.777421,801,light,25.114868672931213
613,40.78419335667918,-73.98138985821538,40.742612123795226,-73.9167636460339,2025-01-16 10:12:30.777421,500,normal,33.57746779692584
614,40.78026433097957,-73.95418131132621,40.78056488053633,-73.97756814411464,2025-01-16 15:29:30.777421,800,normal,36.19968403644295
615,40.74829688720853,-73.9866520027584,40.72260790710106,-73.91826946877867,2025-01-12 06:46:30.777421,600,light,36.00432544161586
616,40.70806015137571,-73.92720606930263,40.79303984201693,-73.9904639078727,2025-01-09 11:10:30.777421,800,heavy,48.79995305371344
617,40.74964611523553,-73.95631492973848,40.74500586394262,-73.96625457210358,2025-01-16 03:41:30.777421,800,light,26.70606621912396
618,40.77295082286524,-73.9234487101009,40.78706884554574,-73.991647508532,2025-01-04 20:22:30.777421,800,normal,24.50672518438958
619,40.71589081676694,-73.93897748505223,40.72111259425581,-73.92475316624136,2025-01-19 01:47:30.777421,800,heavy,29.979763310964014
620,40.71353540822777,-73.92486249139709,40.70512938489812,-73.95074646192857,2024-12-25 06:55:30.777421,600,heavy,50.015038849806814
621,40.76569551562671,-73.90433853789166,40.74421070346797,-73.96655988210112,2025-01-18 02:25:30.777421,800,normal,27.866468161346056
622,40.706895801635646,-73.99429452788488,40.739457231531894,-73.94700594130698,2025-01-08 14:10:30.777421,600,normal,46.00746075200907
623,40.728218707469324,-73.97382943162641,40.71613673583884,-73.94280041217165,2025-01-16 20:50:30.777421,500,light,25.68815842874696
624,40.724697879907204,-73.9093745419479,40.78054323293,-73.92398390702098,2025-01-18 23:48:30.777421,800,heavy,46.92145602718771
625,40.72495461998495,-73.97280502738714,40.715389990469376,-73.98507505302585,2025-01-07 02:29:30.777421,801,heavy,42.136824002989414
626,40.775939826241796,-73.95502601575495,40.726817436774496,-73.9638925273659,2025-01-11 22:19:30.777421,800,heavy,43.79870206728761
627,40.777671055695514,-73.99346338424357,40.74084555814085,-73.93203027831667,2025-01-12 04:10:30.777421,800,light,24.47032672264755
628,40.74875711936734,-73.99663863998167,40.70566804321658,-73.9965327295774,2024-12-31 11:13:30.777421,500,light,37.125278840579455
629,40.70626532034554,-73.90935625466557,40.739191056294395,-73.9302836307862,2025-01-07 22:02:30.777421,800,normal,25.123795374498634
630,40.71392453711176,-73.94675793177248,40.71934353429565,-73.93584955187438,2025-01-10 18:16:30.777421,800,normal,41.04209545577352
631,40.74110956026007,-73.96526566737411,40.72598281379403,-73.91139138911865,2025-01-13 21:44:30.777421,500,normal,32.43390088356237
632,40.789983334568724,-73.99781766032245,40.78956899442666,-73.97027127957188,2025-01-02 10:33:30.777421,500,light,22.367726926268112
633,40.76637896861756,-73.90366055657866,40.72299937539633,-73.95886960279338,2024-12-28 03:00:30.777421,800,light,23.132340038293847
634,40.75601681834618,-73.9063177537967,40.72405315851802,-73.93276161567083,2025-01-05 01:50:30.777421,801,light,40.65661225400196
635,40.705225787928605,-73.95812066809259,40.78260646845483,-73.93269078690888,2025-01-19 12:03:30.777421,500,normal,41.37123141011175
636,40.72601577909621,-73.92691790350193,40.782435044724934,-73.96030078377926,2025-01-22 05:46:30.777421,801,light,29.053042055141557
637,40.798129709049725,-73.97434699375557,40.71563169707089,-73.92620490526025,2025-01-21 04:11:30.777421,800,normal,33.9759343082076
638,40.765417460147404,-73.98019023672403,40.73604745051416,-73.93287291747708,2024-12-26 03:20:30.777421,500,normal,31.382439212986156
639,40.75653302545716,-73.95360675133117,40.72706439419818,-73.99187703651933,2025-01-06 01:57:30.777421,801,light,27.834595256009784
640,40.79720053296315,-73.93914727273035,40.79925817954877,-73.98437984920695,2025-01-21 14:20:30.777421,500,light,28.81201104152219
641,40.734950637208684,-73.9885904215112,40.798842099396346,-73.90227200674336,2025-01-09 20:14:30.777421,600,heavy,81.99520086076629
